18143.7487396196,7.863510061922968E-6,0.3822114965171469
17444.2748095429,-0.0,0.2081426850332663
17152.56514369838,-1.206992290470786E-84,0.029854585398412847
16748.727660481407,-5.1881667943131725E-71,0.005321486749036979
16447.605189021207,-3.180934305957733E-69,0.0017765780467485605
16373.338203420935,-2.9757705472519514E-68,5.428865421782528E-4
16262.254297380889,-1.2648531808425792E-44,5.699966001296329E-5
15848.479673097487,-7.24293081836392E-33,5.698588739481046E-7
15637.138708315357,-3.3065922875775228E-28,7.702539590650117E-8
15438.906515626964,-3.1311679976437018E-27,3.684796296746707E-8
13676.108803058816,-1.001966407877418E-25,2.248282863547102E-9
13468.340614300658,-1.634823714267164E-25,2.063056622852869E-12
12987.11190456376,-2.0311021214206213E-25,1.6501861179012723E-12
12913.674207672786,-2.983125794891677E-20,4.905059657723168E-13
12552.713705309401,-4.146482042532257E-20,2.2706424366728135E-13
12129.474523279556,-3.9243864232877585E-17,2.7021006258674196E-14
10660.929611997486,-9.849299279273177E-15,2.4438237522548686E-26
10331.598713698566,-1.0583627715602588E-13,1.7121747662214405E-45
10023.049401716418,-5.825501889043778E-13,1.9564617372753238E-56
9760.589113932116,-1.4516478454797605E-11,-9.2252073961235E-46
9682.591897622755,-3.020903467777936E-11,-3.2790891206853154E-44
9567.286045149356,-5.216881699131483E-11,-2.999501481835832E-21
9281.946877090322,-6.972144621325156E-11,-8.299042538862683E-18
8798.46231029558,-2.6828047173510414E-10,-3.352047181389035E-8
8672.37915206959,-3.5947330429432487E-10,-1.8656703510678646E-4
8512.594329830545,-7.345666043751977E-10,-4.5486752286462727E-4
8301.721099007556,-2.4094429267514482E-9,-8.032316951674655E-4
8036.979200493022,-9.988700543147387E-9,-0.01350601519180271
7568.265802088854,-1.164637000370182E-8,-0.05756100290270397
7118.546927574187,-1.5783147132712414E-8,-0.07224485437231531
6951.792172554771,-5.394379084125384E-8,-0.14244433444274912
6819.6751066248835,-1.8098926560912653E-7,-0.3933230566336584
6496.874767341447,-3.808632449536321E-7,-0.6048876326039642
6270.080413396394,-3.84236229821638E-7,-4.2048318340036115
